RPS13	ENSG00000110700
SPOCK3	ENSG00000196104
SAA3P	ENSG00000166787
TMPRSS3	ENSG00000160183
GATM	ENSG00000171766
AKR1D1	ENSG00000122787
IF	NA
FGF3	ENSG00000186895
C5orf19	NA
SDK2	ENSG00000069188
CCR6	ENSG00000112486
ZBP1	ENSG00000124256
POMC	ENSG00000115138
IL1F7	NA
CYP2F1	ENSG00000197446
VCAM1	ENSG00000162692
FAM5B	ENSG00000198797
CCDC14	ENSG00000175455
PAEP	ENSG00000122133
FLJ14100	NA
C6orf155	NA
DKFZP586H2123	NA
CPB2	ENSG00000080618
BEX1	ENSG00000133169
KCNG1	ENSG00000026559
ZNF324	ENSG00000083812
LTB	ENSG00000227507
ANK1	ENSG00000029534
IL6R	ENSG00000160712
CD163	ENSG00000177575
AMH	ENSG00000104899
DUSP21	ENSG00000189037
STMN3	ENSG00000197457
CPB1	ENSG00000153002
MGC51082	NA
CPNE6	ENSG00000100884
PDZK10	NA
ZNF442	ENSG00000198342
CCL8	ENSG00000108700
PDE2A	ENSG00000186642
ANKRD5	NA
LOC55908	NA
MGC10986	NA
EFNA3	ENSG00000143590
PPP1R2P9	ENSG00000102055
BRDT	ENSG00000137948
TNFRSF10D	ENSG00000173530
NALP2	NA
DLX5	ENSG00000105880
NAALADL1	ENSG00000168060
ANKH	ENSG00000154122
HLA-DPA1	ENSG00000228163
HIST1H3H	ENSG00000203813
KIAA1305	NA
UCHL1	ENSG00000154277
IL12B	LRG_71
EMR3	ENSG00000131355
RAMP2	ENSG00000131477
PLAC8	ENSG00000145287
LTB4R2	ENSG00000213906
RPL39L	ENSG00000163923
FLJ22746	NA
CNGA3	ENSG00000144191
NDP	ENSG00000124479
OSR2	ENSG00000164920
GAN	LRG_242
HDAC11	ENSG00000163517
TSSK1	NA
SENP7	ENSG00000138468
TTK	ENSG00000112742
FGR	ENSG00000000938
PITX3	ENSG00000107859
PKLR	ENSG00000143627
C15orf28	NA
ACN9	ENSG00000196636
PSMB8	ENSG00000226201
GPR19	ENSG00000183150
CD38	ENSG00000004468
QPRT	ENSG00000103485
Mar-01	NA
RYR3	ENSG00000198838
AADAC	ENSG00000114771
CBX2	ENSG00000173894
OSBP2	ENSG00000184792
PSD3	ENSG00000156011
KIAA1614	ENSG00000135835
KIAA1598	ENSG00000187164
DSC3	ENSG00000134762
PADI4	ENSG00000159339
STATH	ENSG00000126549
COL4A2	ENSG00000134871
EFCAB2	ENSG00000203666
ZNF556	ENSG00000172000
GPR25	ENSG00000170128
TFAP2C	ENSG00000087510
GNA15	ENSG00000060558
NES	ENSG00000132688
AEBP1	ENSG00000106624
LOC390688	NA
ZNF426	ENSG00000130818
CLU	ENSG00000120885
TPTE	ENSG00000166157
CUEDC1	ENSG00000180891
VTN	ENSG00000272099
RIN2	ENSG00000132669
CGB	ENSG00000104827
CSPG2	NA
INHBB	ENSG00000163083
HSPC159	NA
UPK3B	ENSG00000243566
PLOD2	ENSG00000152952
TRPV6	ENSG00000165125
HTR5A	ENSG00000157219
IFNA21	ENSG00000137080
GPR31	ENSG00000120436
CAP2	ENSG00000112186
AVP	ENSG00000101200
ISL1	ENSG00000016082
ZNF532	ENSG00000074657
SERPINA10	ENSG00000140093
KIAA0363	NA
HP	ENSG00000257017
ZBED2	ENSG00000177494
CNTN6	ENSG00000134115
ANP32C	ENSG00000248546
PTGDS	ENSG00000107317
BCL11B	ENSG00000127152
PAX7	ENSG00000009709
SPO11	ENSG00000054796
FLJ22531	NA
KCNJ4	ENSG00000168135
GFRA1	ENSG00000151892
PPP2R3B	ENSG00000167393
ZFP2	ENSG00000198939
XK	ENSG00000269380
CCR7	ENSG00000126353
CNIH3	ENSG00000143786
CYP2J2	ENSG00000134716
ZNF81	ENSG00000269594
FOXD4L1	ENSG00000184492
CMTM8	ENSG00000170293
HIST1H3A	ENSG00000198366
PCDHB3	ENSG00000113205
SLC22A8	ENSG00000149452
CD40LG	LRG_141
TMEM30B	ENSG00000182107
NPPC	ENSG00000163273
DIO1	ENSG00000211452
IFNA2	ENSG00000188379
CDH2	ENSG00000170558
PDE1B	ENSG00000123360
ADAM11	ENSG00000073670
ZNF492	ENSG00000229676
TREM1	ENSG00000124731
MPP6	ENSG00000105926
SAGE1	ENSG00000269820
PIP3-E	NA
TXK	ENSG00000074966
TBC1D22B	ENSG00000065491
PTHLH	ENSG00000087494
PTPRT	ENSG00000196090
PI3	ENSG00000124102
LY96	ENSG00000154589
ALB	ENSG00000163631
PPP2R2D	ENSG00000269277
PSMAL	NA
COL16A1	ENSG00000084636
ZNF471	ENSG00000196263
B3GALT3	NA
ZNF659	NA
CHRM3	ENSG00000133019
KCNA10	ENSG00000143105
FOXD3	ENSG00000187140
CES4	NA
PKP1	ENSG00000081277
C22orf18	NA
DACH1	ENSG00000165659
GCK	ENSG00000106633
KBTBD11	ENSG00000176595
PRSS8	ENSG00000052344
SULT1E1	ENSG00000109193
ETV4	ENSG00000175832
ANGPTL3	ENSG00000132855
DDX4	ENSG00000152670
SATB2	ENSG00000119042
FLJ20105	NA
ZNF675	ENSG00000197372
MYF5	ENSG00000111049
ERO1LB	ENSG00000086619
COL5A1	ENSG00000130635
ECT2	ENSG00000114346
PSCD3	NA
ZNF214	ENSG00000149050
PROS1	ENSG00000184500
CCL4	ENSG00000129277
TCF15	ENSG00000125878
AFP	ENSG00000081051
S100A1	ENSG00000160678
TRPC5	ENSG00000072315
KERA	ENSG00000139330
SCN7A	ENSG00000136546
HIST1H2BH	ENSG00000197459
OLR1	ENSG00000173391
SLC17A6	ENSG00000091664
FBXL8	ENSG00000135722
LGR4	ENSG00000205213
FGF13	ENSG00000129682
ROBO3	ENSG00000154134
TACC3	ENSG00000013810
HKDC1	ENSG00000156510
ODF2	ENSG00000136811
KIAA0087	ENSG00000122548
RGS4	ENSG00000117152
MYEF2	ENSG00000104177
HIST1H1E	ENSG00000168298
SEMG1	ENSG00000124233
PAH	ENSG00000171759
ISG20	ENSG00000172183
DKFZP434A062	NA
C21orf7	NA
CD244	ENSG00000122223
CYP4F2	ENSG00000186115
EDNRB	ENSG00000136160
IL18R1	ENSG00000115604
SIM1	ENSG00000112246
KIAA1024	ENSG00000169330
TGFBI	ENSG00000120708
TNFSF10	ENSG00000121858
NFKBIL2	NA
IGFBP3	ENSG00000146674
MYCN	ENSG00000134323
ADAMTSL2	ENSG00000197859
MBNL3	ENSG00000076770
FSCN2	ENSG00000266662
HIST1H4L	ENSG00000198558
TM4SF20	ENSG00000168955
HS322B1A	NA
BAGE	ENSG00000268590
POU3F3	ENSG00000198914
DSCR4	ENSG00000184029
CRYBA4	ENSG00000196431
MVD	ENSG00000167508
SLC26A4	ENSG00000091137
DUX1	NA
HLXB9	NA
LIN7A	ENSG00000111052
AOAH	ENSG00000136250
ZNF423	ENSG00000102935
MYBL1	ENSG00000185697
TPSD1	ENSG00000095917
TEX11	ENSG00000120498
SORBS1	ENSG00000095637
LMOD1	ENSG00000163431
ZNF215	ENSG00000149054
PKD2L2	ENSG00000078795
HBB	ENSG00000244734
PF4	ENSG00000163737
HP1BP3	ENSG00000127483
SLC37A1	ENSG00000160190
NRL	ENSG00000129535
NAV3	ENSG00000067798
FBXO4	ENSG00000151876
PYY2	ENSG00000237575
CIAS1	NA
LOC340281	NA
PYCRL	ENSG00000104524
KRT17	ENSG00000128422
MYO6	ENSG00000196586
SLC22A11	ENSG00000168065
SCN2A2	NA
POU2F3	ENSG00000137709
LOC284062	NA
EPHX2	ENSG00000120915
AIF1	ENSG00000204472
MRAS	ENSG00000158186
SERPING1	LRG_105
NS3TP2	NA
FBLN5	LRG_364
PLA2G7	ENSG00000146070
XX-FW81657B9.4	NA
RECQL4	ENSG00000160957
KIAA0318	NA
MCPH1	ENSG00000147316
CECR1	ENSG00000093072
IL17B	ENSG00000127743
LOC388545	NA
FMO3	ENSG00000007933
A2BP1	NA
CPA1	ENSG00000091704
CRABP1	ENSG00000166426
PCSK2	ENSG00000125851
FLJ10781	NA
PRMT7	ENSG00000132600
LOX	ENSG00000113083
LOC203510	NA
DGKQ	ENSG00000145214
ASGR2	ENSG00000161944
ANXA10	ENSG00000109511
CHIT1	ENSG00000133063
TTC21B	ENSG00000123607
SERPINA6	ENSG00000170099
RHOBTB1	ENSG00000072422
KLRB1	ENSG00000111796
FOSL1	ENSG00000175592
MRC1	ENSG00000120586
PRSS23	ENSG00000150687
CLCNKB	ENSG00000184908
MSI1	ENSG00000135097
C15orf5	NA
ZBTB10	ENSG00000205189
IL24	ENSG00000162892
KRTAP5-9	ENSG00000254997
KRT2B	NA
RETN	ENSG00000104918
PLA1A	ENSG00000144837
YSK4	NA
CST7	ENSG00000077984
ABCD2	ENSG00000173208
SULF1	ENSG00000137573
RNASE3	ENSG00000169397
CD96	ENSG00000153283
LRRC32	ENSG00000137507
HOP	NA
SUV39H2	ENSG00000152455
LIFR	ENSG00000113594
HSPG2	ENSG00000142798
PODXL2	ENSG00000114631
EN1	ENSG00000163064
SLC4A8	ENSG00000050438
FZD2	ENSG00000180340
SLC22A2	ENSG00000112499
PGM5	ENSG00000154330
PRAME	ENSG00000185686
SRPX	ENSG00000101955
PDK1	ENSG00000152256
LRRTM2	ENSG00000146006
GRP	ENSG00000134443
BSN	ENSG00000164061
GPR143	ENSG00000101850
MCOLN3	ENSG00000055732
PP2447	NA
LOC146562	NA
EFCBP2	NA
ARHGAP4	ENSG00000268876
TRH	ENSG00000170893
FLJ36166	NA
C10orf92	NA
DKFZP434F122	NA
SRD5A2L	NA
MFAP2	ENSG00000117122
RALGPS2	ENSG00000116191
BDNF	ENSG00000176697
LHX1	ENSG00000132130
APOA4	ENSG00000110244
TNMD	ENSG00000000005
CHGB	ENSG00000089199
GPNMB	ENSG00000136235
LAMB3	ENSG00000196878
TSHR	LRG_523
ABLIM3	ENSG00000173210
FCGR2B	ENSG00000072694
IMP-3	NA
GPR52	ENSG00000203737
SNCB	ENSG00000074317
HSU79303	NA
MYLK	ENSG00000065534
NID2	ENSG00000087303
NTSR1	ENSG00000101188
CRIP2	ENSG00000270931
HSD17B6	ENSG00000025423
FMNL1	ENSG00000184922
CLIPR-59	NA
HIST1H2BG	ENSG00000187990
USH2A	ENSG00000042781
BAAT	ENSG00000136881
PMP22	LRG_263
SLC1A3	ENSG00000079215
CNN3	ENSG00000117519
ABP1	NA
SPRR2C	ENSG00000229035
GUCY2C	ENSG00000070019
PLA2G2A	ENSG00000188257
IGFBP7	ENSG00000163453
GJB5	ENSG00000189280
CLEC4A	ENSG00000111729
ASGR1	ENSG00000141505
RHBDL1	ENSG00000103269
NKX2-5	ENSG00000183072
CD7	ENSG00000173762
CCL3	ENSG00000006075
KIAA1967	ENSG00000158941
GFI1B	ENSG00000165702
NTRK1	LRG_261
CPZ	ENSG00000109625
PRG4	ENSG00000116690
HPGD	ENSG00000164120
KIR2DS2	ENSG00000263233
CCL5	ENSG00000271503
SCT	ENSG00000070031
GCNT3	ENSG00000140297
ODZ3	NA
NACAL	NA
CCL19	ENSG00000172724
TNFSF12	ENSG00000239697
KIAA1324	ENSG00000116299
CCRL1	NA
ESM1	ENSG00000164283
NR3C2	ENSG00000151623
ZNF221	ENSG00000159905
DNAJC6	ENSG00000116675
SST	ENSG00000157005
Pfs2	NA
LPPR4	NA
LY9	ENSG00000122224
PCDHB11	ENSG00000197479
SOX18	ENSG00000203883
IGLV6-57	ENSG00000211640
PITPNM3	NA
CPVL	ENSG00000106066
CDCA8	ENSG00000134690
TMEPAI	NA
COPG2	ENSG00000158623
EXTL1	ENSG00000158008
CHST7	ENSG00000147119
APOA1	ENSG00000118137
FLJ10211	NA
SERPINB3	ENSG00000057149
SOX9	ENSG00000125398
ITGAX	ENSG00000140678
GPR88	ENSG00000181656
C19orf4	NA
CDC20	ENSG00000117399
PLCB4	ENSG00000101333
COL9A1	ENSG00000112280
HAND2	ENSG00000164107
SNX7	ENSG00000162627
UGT8	ENSG00000174607
SLC8A2	ENSG00000118160
SHCBP1	ENSG00000171241
FLJ20160	NA
SLC2A6	ENSG00000261768
C20orf42	NA
MAT1A	ENSG00000151224
APM-1	NA
LYL1	ENSG00000104903
ITGB1BP3	NA
SLC34A2	ENSG00000157765
CYR61	ENSG00000142871
CELP	ENSG00000170827
GYS2	ENSG00000111713
DOCK10	ENSG00000135905
PTPN13	ENSG00000163629
NUDT11	ENSG00000269203
PCDHGA9	ENSG00000261934
PTPN22	ENSG00000134242
ALPK3	ENSG00000136383
KNG1	ENSG00000113889
NPPB	ENSG00000120937
FCGR2A	ENSG00000143226
RAD51AP1	ENSG00000111247
KLHL23	ENSG00000213160
KCNA2	ENSG00000177301
CASC5	ENSG00000137812
CASC1	ENSG00000118307
ITPKA	ENSG00000137825
P2RX5	ENSG00000083454
ANGPT4	ENSG00000101280
WNT8B	ENSG00000075290
GPR126	ENSG00000112414
C21orf127	NA
ALPP	ENSG00000163283
LTC4S	ENSG00000213316
CDS1	ENSG00000163624
CFHL5	NA
PMCH	ENSG00000183395
UPK3A	ENSG00000100373
PMCHL1	ENSG00000168967
MYOD1	ENSG00000129152
C1QB	LRG_23
APOF	ENSG00000175336
YAP1	ENSG00000137693
TEX12	ENSG00000150783
BRRN1	NA
JPH2	LRG_394
HA-1	NA
IGLV2-14	ENSG00000211666
CTNND2	ENSG00000169862
HIST1H2BO	ENSG00000196331
CLEC7A	LRG_179
CTAG2	ENSG00000269592
SOX30	ENSG00000039600
KCNE1L	ENSG00000176076
SLC6A20	ENSG00000163817
FABP7	ENSG00000164434
RP2	ENSG00000271091
TM4SF4	ENSG00000169903
PIWIL1	ENSG00000125207
IGHM	ENSG00000271541
DUSP26	ENSG00000133878
CYP2U1	ENSG00000155016
DKFZP564D166	NA
IFI27	ENSG00000165949
TTR	ENSG00000118271
KIF5C	ENSG00000262907
ALDH8A1	ENSG00000118514
CAV1	ENSG00000105974
GR6	NA
LGP2	NA
CPEB1	ENSG00000214575
MAGEA4	ENSG00000147381
C10orf72	NA
LOR	ENSG00000203782
ACTL8	ENSG00000117148
CMKOR1	NA
PCOLCE	ENSG00000106333
ZNF76	ENSG00000065029
GSCL	NA
TRPC2	ENSG00000182048
SPOCK	NA
FLJ22173	NA
UGT1A8	ENSG00000242366
TU3A	NA
ANXA3	ENSG00000138772
GCM2	ENSG00000124827
C19orf26	ENSG00000099625
LDB3	ENSG00000122367
BHMT2	ENSG00000132840
TMOD3	ENSG00000138594
SCN3B	LRG_421
LHX2	ENSG00000106689
KIAA1411	NA
SERPINF1	ENSG00000132386
ATP1B4	ENSG00000101892
LCP2	ENSG00000043462
SYN1	ENSG00000008056
COL6A3	LRG_473
CENPE	ENSG00000138778
PRDM12	ENSG00000130711
AHSG	ENSG00000145192
C11orf16	ENSG00000176029
LHFP	ENSG00000183722
UPB1	ENSG00000100024
DUX5	NA
LOC284021	NA
ABHD9	NA
FXYD1	ENSG00000266964
IGSF6	ENSG00000140749
CD79B	LRG_43
MAK	ENSG00000111837
C8G	ENSG00000176919
TAGLN	ENSG00000149591
MMP7	ENSG00000137673
HBA1	ENSG00000206172
SLC9A3R2	ENSG00000065054
SPINT1	ENSG00000166145
CXorf27	ENSG00000187516
GABRA2	ENSG00000151834
GNAI1	ENSG00000127955
MB	ENSG00000198125
LOC400688	NA
CABP2	ENSG00000167791
LGALS4	ENSG00000171747
KLK11	ENSG00000167757
UNC13A	ENSG00000130477
KIF20A	ENSG00000112984
TF	ENSG00000091513
NTN2L	NA
FOXM1	ENSG00000111206
CDKN2B	ENSG00000147883
KIAA0895	ENSG00000164542
RENBP	ENSG00000269198
F2R	ENSG00000181104
E2F8	ENSG00000129173
TAS2R8	ENSG00000121314
FLJ11151	NA
PCDHGB6	ENSG00000253305
IMPG1	ENSG00000112706
GSTA3	ENSG00000174156
HOXA2	ENSG00000105996
NOL4	ENSG00000101746
SLC22A13	ENSG00000172940
HIST1H3C	ENSG00000196532
DAB1	ENSG00000173406
NRXN3	ENSG00000021645
PERP	ENSG00000112378
FCGBP	ENSG00000090920
SPANXB1	ENSG00000269853
TAF9L	NA
C18orf24	NA
FGF23	ENSG00000118972
ICK	ENSG00000112144
MDM4	ENSG00000198625
PDZK1IP1	ENSG00000162366
SFRP5	ENSG00000120057
CABP1	ENSG00000157782
IL2	ENSG00000109471
ALDOAP2	ENSG00000214297
MIA	ENSG00000261857
BLNK	LRG_21
CRYBA2	ENSG00000163499
SERHL2	ENSG00000183569
PDE9A	ENSG00000160191
SELL	ENSG00000188404
AMDHD2	ENSG00000162066
OVOL1	ENSG00000172818
IAPP	ENSG00000121351
ZBTB33	ENSG00000269603
HHCM	NA
ORM2	ENSG00000228278
OR1F2	NA
CHN1	ENSG00000128656
KIAA0319L	ENSG00000142687
LOC253982	NA
CD3G	LRG_39
GSTT2	ENSG00000099984
RAB9P1	NA
NLGN4Y	ENSG00000165246
FAM55D	NA
CYP11B2	ENSG00000179142
ABCB8	ENSG00000197150
TOM1L1	ENSG00000141198
C1orf139	NA
AZGP1	ENSG00000160862
LOC283079	NA
NEB	LRG_202
GABRD	ENSG00000187730
TM4SF1	ENSG00000169908
MAGEA12	ENSG00000269452
TOM1L2	ENSG00000175662
CSF3R	LRG_144
DLG7	NA
TMOD2	ENSG00000128872
MXRA5	ENSG00000101825
ID4	ENSG00000172201
OR7A5	ENSG00000188269
FOXN1	LRG_61
SHOX	ENSG00000185960
DKFZP434C171	NA
KIAA0565	NA
POLH	LRG_470
CCL1	ENSG00000108702
KRTAP5-8	ENSG00000241233
TLL1	ENSG00000038295
IL3RA	ENSG00000185291
ZBTB32	ENSG00000011590
HSD17B1	ENSG00000108786
C1orf129	NA
TNC	ENSG00000041982
ZNF682	ENSG00000197124
KIAA1509	NA
GBP1	ENSG00000117228
U2AF1L1	NA
NAG18	NA
SLC44A4	ENSG00000232180
CORO1A	LRG_195
TWSG1	ENSG00000128791
SCARF1	ENSG00000074660
PDCD1LG2	ENSG00000197646
TRHR	ENSG00000174417
DUOX2	ENSG00000140279
CDH11	ENSG00000140937
CASQ1	ENSG00000143318
EPB41L3	ENSG00000082397
AQP5	ENSG00000161798
PLSCR4	ENSG00000114698
ZNF257	ENSG00000197134
GAGE1	ENSG00000269663
ARHGAP22	ENSG00000128805
HIST1H2BJ	ENSG00000124635
IGFBP4	ENSG00000141753
TNIP3	ENSG00000050730
HIC1	ENSG00000177374
KLK14	ENSG00000129437
RAI2	ENSG00000131831
EYA2	ENSG00000064655
KRTHB3	NA
CGA	ENSG00000135346
CACNA1F	ENSG00000269057
SPARC	ENSG00000113140
SLC15A3	ENSG00000110446
LRMP	ENSG00000118308
LPHN2	ENSG00000117114
CDH7	ENSG00000081138
ZNF312	NA
PDE5A	ENSG00000138735
CDC42SE2	ENSG00000158985
LRRTM4	ENSG00000176204
BOK	ENSG00000176720
MMP23B	ENSG00000189409
FAM83E	ENSG00000105523
PDGFRL	ENSG00000104213
TYROBP	ENSG00000011600
IRX4	ENSG00000113430
DKKL1	ENSG00000104901
TWIST1	ENSG00000122691
PPP1R3C	ENSG00000119938
SCN4A	ENSG00000007314
C9	LRG_32
PHYHIP	ENSG00000168490
KIF17	ENSG00000117245
CST6	ENSG00000175315
NCF2	LRG_88
MUC5B	ENSG00000117983
ATP8B4	ENSG00000104043
ATP2A1	ENSG00000196296
LGR5	ENSG00000139292
EDG8	NA
PRO1853	NA
KIAA1466	NA
DCN	ENSG00000011465
HYAL1	ENSG00000114378
COL4A5	ENSG00000188153
MFAP5	ENSG00000197614
LIPC	ENSG00000166035
ZFHX1B	NA
KIAA1731	ENSG00000166004
S100A12	ENSG00000163221
SEMG2	ENSG00000124157
GALR1	ENSG00000166573
PCOLCE2	ENSG00000163710
KIAA1102	NA
CD3Z	NA
DRD1IP	NA
MAB21L1	ENSG00000180660
LSP1	ENSG00000130592
GPR65	ENSG00000140030
TREH	ENSG00000118094
ANGPT2	ENSG00000091879
GALNT12	ENSG00000119514
GSTT1	ENSG00000184674
DCAMKL1	NA
TRPC7	ENSG00000069018
OBP2A	ENSG00000122136
HIST1H1A	ENSG00000124610
PBK	ENSG00000168078
POF1B	ENSG00000124429
PHACTR1	ENSG00000112137
IFIT1	ENSG00000185745
FLJ11996	NA
FZD8	ENSG00000177283
CLEC2D	ENSG00000069493
PCDH9	ENSG00000184226
HCG4	ENSG00000226379
IGLL1	LRG_69
FKBP10	LRG_12
CLDN1	ENSG00000163347
ENO3	ENSG00000108515
ABCG5	ENSG00000138075
SLC44A1	ENSG00000070214
HTN3	ENSG00000205649
MYH7B	ENSG00000078814
PCDHGA10	ENSG00000253846
FCN1	ENSG00000085265
HAS2	ENSG00000170961
SYK	ENSG00000165025
MCM10	ENSG00000065328
GIPR	ENSG00000010310
PSCA	ENSG00000167653
PRKCG	ENSG00000126583
IRX5	ENSG00000176842
KCNA3	ENSG00000177272
TNNI3	ENSG00000129991
EFNA1	ENSG00000169242
TIGD6	ENSG00000164296
LRRC31	ENSG00000114248
GCGR	ENSG00000215644
TDGF1	ENSG00000241186
CKMT2	ENSG00000131730
COL10A1	ENSG00000123500
FLJ21511	NA
MMP28	ENSG00000129270
KRTHA4	NA
GATA4	ENSG00000136574
HSPB8	LRG_249
WFDC1	ENSG00000103175
SLC4A1	ENSG00000004939
ANKRD7	ENSG00000106013
SPRR1B	ENSG00000169469
TFEC	ENSG00000105967
SPRR2B	ENSG00000196805
KCNE4	ENSG00000152049
SLC1A6	ENSG00000105143
MUC4	ENSG00000145113
CXorf36	ENSG00000147113
SGEF	NA
ARSJ	ENSG00000180801
TNNI3K	ENSG00000116783
CLDN8	ENSG00000156284
VNN3	ENSG00000093134
SHBG	ENSG00000129214
CACNG1	ENSG00000108878
C14orf78	NA
ROBO1	ENSG00000169855
PYGB	ENSG00000100994
SERPIND1	ENSG00000099937
TREM2	ENSG00000095970
SSTR3	ENSG00000183473
CPEB3	ENSG00000107864
CDON	ENSG00000064309
DNMT3L	ENSG00000142182
CXCL6	ENSG00000124875
EPHA4	ENSG00000116106
CDK5R2	ENSG00000171450
LOC389275	NA
GPR23	NA
DEFA6	ENSG00000164822
RAX	ENSG00000134438
SCN8A	ENSG00000196876
TUBB4Q	NA
C2orf10	NA
LBX1	ENSG00000138136
GCG	ENSG00000115263
COL21A1	ENSG00000124749
FLJ10970	NA
HSD11B2	ENSG00000176387
AICDA	LRG_17
THBS2	ENSG00000186340
HPR	ENSG00000261701
HTR1D	ENSG00000179546
CUTL2	NA
PIK3CG	ENSG00000105851
DPPA4	ENSG00000121570
APOC2	ENSG00000234906
LOC400547	NA
TFDP3	ENSG00000183434
CENTB1	NA
C6orf103	NA
EHHADH	ENSG00000113790
SLC25A21	ENSG00000183032
CLCA2	ENSG00000137975
NT5E	ENSG00000135318
DKFZp566H0824	NA
Tenr	NA
PAX6	ENSG00000007372
FBN1	ENSG00000166147
POPDC3	ENSG00000132429
MMP12	ENSG00000262406
GAGE7	NA
KCNQ1DN	ENSG00000237941
PROC	ENSG00000115718
NR2E1	ENSG00000112333
COBL	ENSG00000106078
POU6F2	ENSG00000106536
CD22	ENSG00000012124
CYP26B1	ENSG00000003137
ELAVL3	ENSG00000196361
GC	ENSG00000145321
TFF3	ENSG00000160180
MAP3K8	ENSG00000107968
MYT2	NA
PVALB	ENSG00000100362
KIR2DL1	ENSG00000262556
PEG10	ENSG00000242265
PDGFRA	ENSG00000134853
LRRC8B	ENSG00000197147
ARHGAP15	ENSG00000075884
BPI	ENSG00000101425
CDH12	ENSG00000154162
CXYorf2	NA
CEACAM6	ENSG00000086548
RASGRP1	ENSG00000172575
SPINK2	ENSG00000128040
NRGN	ENSG00000154146
SEC14L3	ENSG00000100012
KIF18A	ENSG00000121621
SMA4	NA
LOC442535	NA
ASPA	ENSG00000108381
GBX2	ENSG00000168505
RAI14	ENSG00000039560
ABCC2	ENSG00000023839
FSBP	ENSG00000265817
MBTD1	ENSG00000011258
FRZB	ENSG00000162998
SLC27A2	ENSG00000140284
BIK	ENSG00000100290
DKFZp434C0328	NA
ATP2A3	ENSG00000074370
CAB39L	ENSG00000102547
ZNF100	ENSG00000197020
CHGA	ENSG00000100604
GPR132	ENSG00000183484
CHI3L1	ENSG00000133048
VIL1	ENSG00000127831
HIST3H3	ENSG00000168148
ALDH1A3	ENSG00000184254
ZP2	ENSG00000103310
LPL	ENSG00000175445
LYPD3	ENSG00000124466
TAIP-2	NA
TPO	ENSG00000115705
FUT5	ENSG00000130383
TSPAN1	ENSG00000117472
COL4A1	ENSG00000187498
CCDC2	NA
TMEFF1	ENSG00000241697
LILRA1	ENSG00000262462
P2RY2	ENSG00000175591
LOC388248	NA
WNT5A	ENSG00000114251
DEFA1	ENSG00000206047
GNG11	ENSG00000127920
HLA-DQA1	ENSG00000228284
VTCN1	ENSG00000134258
PMAIP1	ENSG00000141682
PLG	ENSG00000122194
FLJ10120	NA
SERPINA1	ENSG00000197249
AKR1B10	ENSG00000198074
PIR	ENSG00000087842
DUSP2	ENSG00000158050
FLJ23556	NA
ARNT2	ENSG00000172379
ACTN2	ENSG00000077522
GZMB	ENSG00000100453
P2RY10	ENSG00000078589
CD36	ENSG00000135218
MYB	ENSG00000118513
CD72	ENSG00000137101
CP	ENSG00000047457
KCNK15	ENSG00000124249
DNALI1	ENSG00000163879
CCL22	ENSG00000102962
FES	ENSG00000182511
WISP2	ENSG00000064205
CRISP2	ENSG00000124490
DKFZP564J102	NA
DRD4	ENSG00000069696
BRIP1	ENSG00000136492
KCNG2	ENSG00000178342
C6orf148	NA
LEPREL1	ENSG00000090530
KRTHA3A	NA
CACNG3	ENSG00000006116
ARC	ENSG00000198576
ABCA12	ENSG00000144452
DHFRP1	ENSG00000188985
MAGEA1	ENSG00000269790
AMHR2	ENSG00000135409
GALK1	ENSG00000108479
CYorf15B	NA
MAFB	ENSG00000204103
PRM2	ENSG00000122304
LOC492304	NA
LCK	ENSG00000182866
SPI1	ENSG00000066336
CRYAB	ENSG00000109846
GAD1	ENSG00000128683
LASS4	NA
MUCDHL	NA
MATN2	ENSG00000132561
CA2	ENSG00000104267
PLEKHA4	ENSG00000105559
ECEL1	ENSG00000171551
SCG2	ENSG00000171951
KRTAP1-3	ENSG00000221880
LOC84664	NA
CAMP	ENSG00000164047
IGHV1-69	ENSG00000271469
HIST1H2BC	ENSG00000180596
MMP15	ENSG00000102996
GRAP2	ENSG00000100351
DSCR1L2	NA
FN1	ENSG00000115414
DSG2	ENSG00000046604
INHBE	ENSG00000139269
CALB1	ENSG00000104327
FOXL1	ENSG00000176678
KL	ENSG00000133116
MYF6	ENSG00000111046
SMCY	NA
GOLPH2	NA
PLS3	ENSG00000268767
HIST1H3B	ENSG00000124693
DHRS2	ENSG00000100867
SIX1	ENSG00000126778
STAR	ENSG00000147465
KRTHA6	NA
GMFG	ENSG00000130755
PGBD5	ENSG00000177614
LMX1B	ENSG00000136944
TH	ENSG00000180176
SHC3	ENSG00000148082
RAPSN	ENSG00000165917
PEG3	ENSG00000198300
TNNT2	ENSG00000118194
ZAP70	LRG_126
IFNA8	ENSG00000120242
CXCL1	ENSG00000163739
ALPI	ENSG00000163295
HPCA	ENSG00000121905
ECAT8	NA
ELAVL2	ENSG00000107105
FOS	ENSG00000170345
SV2A	ENSG00000265307
GABRB1	ENSG00000163288
PTPRG	ENSG00000144724
DKFZp434L142	NA
KIAA0484	NA
ADAM2	ENSG00000104755
SLC27A6	ENSG00000113396
HIST1H2BB	ENSG00000196226
DPT	ENSG00000143196
GNLY	ENSG00000115523
BHLHB3	NA
KRTAP9-9	ENSG00000198083
DBH	ENSG00000123454
ZNF667	ENSG00000198046
GNRH1	ENSG00000147437
CLC	ENSG00000105205
FOXA1	ENSG00000129514
ITGA7	ENSG00000135424
LOC202181	NA
