Identifiers	mean	sd	median	minimum	maximum	n	Mean/StdDev	CV	MFC
CAPN6	4.12	1.03	3.91	2.08	11.45	13629	3.98	25.13	5.52
RBP3	4.61	1.16	4.49	1.54	12.71	13629	3.98	25.13	8.28
SMAD9	3.90	0.98	3.67	1.20	8.47	13629	3.98	25.13	7.05
LRFN4	5.90	1.48	6.27	2.08	10.13	13629	3.98	25.14	4.87
ZSCAN2	4.30	1.08	4.08	1.95	7.88	13629	3.98	25.14	4.04
HIST1H2AL	4.29	1.08	4.44	1.32	9.45	13629	3.98	25.14	7.15
CBR3	6.52	1.64	6.73	1.77	11.58	13629	3.98	25.14	6.56
P2RX3	3.97	1.00	3.82	1.20	7.87	13629	3.98	25.14	6.55
C9orf38	4.78	1.20	4.89	1.43	9.08	13629	3.98	25.15	6.34
SE57-1	5.00	1.26	5.03	1.20	10.28	13629	3.98	25.15	8.56
FMO1	4.71	1.19	4.59	1.77	11.22	13629	3.98	25.15	6.36
RBL1	5.05	1.27	5.20	0.93	9.65	13629	3.98	25.16	10.42
SDCCAG8	4.28	1.08	4.47	0.93	9.08	13629	3.98	25.16	9.80
PLAC4	5.16	1.30	4.69	1.85	10.57	13629	3.97	25.16	5.72
SLITRK3	4.69	1.18	4.66	1.77	9.75	13629	3.97	25.16	5.52
G0S2	7.60	1.91	7.39	2.46	13.43	13629	3.97	25.16	5.46
ICAM3	7.73	1.95	7.41	2.36	12.87	13629	3.97	25.16	5.45
SLC16A6	5.73	1.44	5.77	2.07	12.45	13629	3.97	25.17	6.02
PCDHA6	3.99	1.00	3.96	0.93	7.85	13629	3.97	25.17	8.48
DEFB4	5.08	1.28	4.64	2.17	13.56	13629	3.97	25.17	6.25
TRAC	7.08	1.78	6.96	0.93	13.07	13629	3.97	25.17	14.12
ARHGAP6	4.77	1.20	4.58	2.19	10.56	13629	3.97	25.18	4.82
HIBADH	4.36	1.10	4.55	0.93	7.89	13629	3.97	25.18	8.52
MAGEA5	5.11	1.29	5.15	0.93	10.25	13629	3.97	25.18	11.07
YEATS4	5.74	1.45	5.89	0.93	10.47	13629	3.97	25.18	11.31
NPHP1	4.27	1.08	4.20	1.20	8.68	13629	3.97	25.18	7.22
RHOBTB2	5.42	1.37	5.32	2.33	9.94	13629	3.97	25.19	4.27
ACR	5.20	1.31	5.00	0.93	11.22	13629	3.97	25.19	12.12
DKFZP434K1172	4.47	1.13	4.46	1.49	10.52	13629	3.97	25.20	7.08
RBMY2FP	4.02	1.01	3.93	1.32	10.06	13629	3.97	25.20	7.61
ICAM5	4.92	1.24	4.99	1.43	10.75	13629	3.97	25.21	7.50
TAS2R13	3.85	0.97	3.73	1.54	8.70	13629	3.97	25.21	5.66
CAV2	6.72	1.69	6.61	2.42	11.68	13629	3.97	25.21	4.83
FLT3	5.91	1.49	5.81	1.77	12.48	13629	3.97	25.21	7.07
ODZ4	5.46	1.38	5.50	2.20	11.10	13629	3.97	25.21	5.04
LILRA2	5.64	1.42	5.20	2.66	11.20	13629	3.97	25.21	4.22
NTRK2	5.89	1.49	5.48	2.43	12.47	13629	3.97	25.22	5.13
PTHR2	4.83	1.22	4.88	1.20	10.89	13629	3.97	25.22	9.06
FLJ13646	4.51	1.14	4.73	1.20	8.70	13629	3.97	25.22	7.24
PYCARD	7.47	1.89	7.70	2.26	12.01	13629	3.96	25.22	5.31
PLEKHC1	7.08	1.79	7.37	2.33	11.80	13629	3.96	25.22	5.07
C15orf31	4.13	1.04	4.03	1.95	9.31	13629	3.96	25.23	4.77
LALBA	4.31	1.09	4.15	1.93	14.03	13629	3.96	25.23	7.28
NMUR1	3.55	0.90	3.35	1.54	8.14	13629	3.96	25.23	5.30
MDK	7.05	1.78	7.13	1.68	12.45	13629	3.96	25.24	7.42
MIA2	4.59	1.16	4.87	0.93	8.88	13629	3.96	25.24	9.59
GRTP1	3.96	1.00	3.94	1.93	8.07	13629	3.96	25.24	4.19
KIAA0367	6.32	1.60	5.94	2.21	12.86	13629	3.96	25.24	5.81
CDKL2	4.08	1.03	3.85	1.49	8.39	13629	3.96	25.24	5.64
RPL23AP7	5.71	1.44	5.97	0.93	9.93	13629	3.96	25.24	10.72
COL8A1	4.21	1.06	4.27	0.93	9.25	13629	3.96	25.24	9.99
KIFC1	6.56	1.66	6.86	2.05	11.91	13629	3.96	25.24	5.80
PTPRF	7.21	1.82	7.71	2.44	11.72	13629	3.96	25.25	4.79
ZNF574	5.99	1.51	6.08	2.79	10.11	13629	3.96	25.25	3.63
PHLDA2	6.44	1.63	6.17	2.25	11.42	13629	3.96	25.25	5.07
RNASE4	6.63	1.67	6.57	2.37	11.47	13629	3.96	25.26	4.85
NDOR1	5.03	1.27	4.83	2.43	9.08	13629	3.96	25.26	3.74
HOXD12	2.73	0.69	2.50	0.93	7.27	13629	3.96	25.26	7.85
HIST1H2BM	4.24	1.07	4.38	0.93	8.90	13629	3.96	25.26	9.61
FLJ10157	4.42	1.12	4.53	1.91	9.29	13629	3.96	25.26	4.86
CRLF2	4.87	1.23	4.63	1.63	11.37	13629	3.96	25.27	6.96
EPS8	7.76	1.96	8.16	1.85	12.67	13629	3.96	25.28	6.85
HOOK1	5.38	1.36	5.50	1.68	9.85	13629	3.96	25.28	5.87
KAL1	6.63	1.68	6.44	1.96	12.76	13629	3.96	25.28	6.50
GNG13	4.29	1.09	4.17	1.43	10.39	13629	3.95	25.28	7.25
ECE2	5.46	1.38	5.65	0.93	9.86	13629	3.95	25.29	10.65
LOC159110	3.93	0.99	4.00	1.20	7.07	13629	3.95	25.29	5.88
ANK2	6.06	1.53	5.65	2.54	11.11	13629	3.95	25.29	4.38
SYP	5.40	1.37	5.48	1.83	11.97	13629	3.95	25.29	6.55
NPTX1	5.89	1.49	5.70	2.39	12.57	13629	3.95	25.30	5.26
KITLG	3.93	1.00	3.93	1.89	9.67	13629	3.95	25.30	5.12
KCNK7	4.27	1.08	3.99	1.96	11.45	13629	3.95	25.32	5.83
PDPN	4.83	1.22	4.59	2.12	11.86	13629	3.95	25.33	5.59
TNP2	3.61	0.91	3.54	1.54	10.60	13629	3.95	25.34	6.90
FOLR3	5.03	1.28	4.97	2.08	12.12	13629	3.95	25.34	5.82
TDO2	5.49	1.39	5.53	1.49	12.79	13629	3.95	25.34	8.61
CAMK2N1	8.34	2.11	8.40	2.24	13.90	13629	3.95	25.34	6.20
SOX17	5.43	1.38	5.38	1.43	11.75	13629	3.95	25.35	8.20
HIST1H4B	4.16	1.05	4.01	1.54	9.35	13629	3.95	25.35	6.09
EFNA5	4.46	1.13	4.55	1.85	9.29	13629	3.94	25.35	5.03
TNXA	5.00	1.27	4.83	0.93	10.51	13629	3.94	25.35	11.35
MRPL41	4.54	1.15	4.24	1.93	9.87	13629	3.94	25.36	5.12
JUP	8.18	2.07	8.48	1.54	12.70	13629	3.94	25.36	8.26
C18orf43	4.56	1.16	4.31	1.43	9.19	13629	3.94	25.37	6.42
RAB27B	4.34	1.10	4.35	1.63	9.57	13629	3.94	25.37	5.86
RAB11FIP1	7.36	1.87	7.41	1.54	12.75	13629	3.94	25.37	8.30
KREMEN2	5.49	1.39	5.29	2.23	10.32	13629	3.94	25.37	4.64
SURF2	5.32	1.35	5.36	2.00	9.91	13629	3.94	25.37	4.96
MAP4K1	6.03	1.53	5.57	2.30	11.63	13629	3.94	25.38	5.05
ADAMTS3	4.85	1.23	4.99	1.20	11.57	13629	3.94	25.39	9.63
ZNF83	6.44	1.63	6.64	1.20	10.99	13629	3.94	25.39	9.15
C6orf10	3.86	0.98	3.82	0.93	8.60	13629	3.94	25.39	9.29
LOC400410	4.87	1.24	5.08	0.93	9.53	13629	3.94	25.39	10.29
AQP7	5.55	1.41	5.33	2.44	10.90	13629	3.94	25.40	4.47
GPR17	3.69	0.94	3.52	1.96	11.20	13629	3.94	25.40	5.70
VWA1	6.15	1.56	6.33	2.41	10.57	13629	3.94	25.40	4.38
CBLN1	4.75	1.21	4.67	1.68	12.45	13629	3.94	25.41	7.42
ACTC	7.18	1.82	6.81	2.04	14.03	13629	3.94	25.41	6.89
FLJ11184	5.45	1.38	5.63	0.93	9.55	13629	3.94	25.41	10.31
EGFL3	5.47	1.39	5.72	1.68	9.48	13629	3.93	25.41	5.65
GNG12	8.14	2.07	8.79	2.38	12.14	13629	3.93	25.42	5.10
TUBB4	5.97	1.52	5.92	1.77	13.22	13629	3.93	25.43	7.49
MGC11271	5.42	1.38	5.10	2.26	10.12	13629	3.93	25.43	4.47
TMSL8	6.36	1.62	6.03	1.63	13.10	13629	3.93	25.43	8.03
FUT9	3.14	0.80	2.82	0.93	6.78	13629	3.93	25.43	7.33
RFX1	3.29	0.84	3.04	1.43	7.43	13629	3.93	25.43	5.18
PCSK1N	6.58	1.67	6.31	2.41	14.03	13629	3.93	25.44	5.83
FZD9	4.44	1.13	4.19	1.77	8.55	13629	3.93	25.45	4.84
TRIM17	4.22	1.07	4.21	1.32	8.88	13629	3.93	25.45	6.72
LOC157627	5.60	1.43	5.29	2.38	12.80	13629	3.93	25.46	5.39
RAB3A	5.74	1.46	5.66	2.12	11.68	13629	3.93	25.46	5.51
HOXA10	6.16	1.57	5.89	2.41	11.29	13629	3.93	25.46	4.68
GLRA2	5.41	1.38	5.63	1.85	10.90	13629	3.93	25.47	5.90
DPYS	4.55	1.16	4.59	1.68	11.41	13629	3.93	25.47	6.80
TACC2	6.87	1.75	7.15	2.13	12.70	13629	3.93	25.47	5.95
CALCB	4.75	1.21	4.80	1.32	12.63	13629	3.93	25.47	9.55
COL1A1	7.99	2.03	7.24	4.20	13.24	13629	3.93	25.48	3.15
C9orf150	4.60	1.17	4.70	0.93	8.97	13629	3.92	25.48	9.69
GHSR	3.71	0.94	3.52	0.93	7.79	13629	3.92	25.49	8.42
LOC51066	4.96	1.26	4.68	1.85	11.62	13629	3.92	25.49	6.29
FCGR3B	6.74	1.72	6.57	1.93	13.61	13629	3.92	25.49	7.07
IFNB1	3.68	0.94	3.45	1.77	13.20	13629	3.92	25.49	7.48
ADCY7	6.47	1.65	6.60	1.32	11.92	13629	3.92	25.50	9.01
CXCL9	6.98	1.78	6.63	1.85	14.03	13629	3.92	25.50	7.59
MGC5457	4.30	1.10	4.18	2.00	9.22	13629	3.92	25.50	4.61
ANXA9	5.13	1.31	4.92	2.38	11.00	13629	3.92	25.50	4.62
MYCPBP	5.25	1.34	5.46	0.93	9.82	13629	3.92	25.51	10.61
SLC9A7	4.09	1.04	4.08	1.58	7.80	13629	3.92	25.51	4.92
COL2A1	4.71	1.20	4.54	2.08	13.05	13629	3.92	25.51	6.27
TERT	4.97	1.27	4.87	1.89	9.43	13629	3.92	25.51	5.00
AKR1C2	7.80	1.99	7.42	2.74	13.90	13629	3.92	25.51	5.08
SERPINI1	6.53	1.67	6.35	1.95	13.40	13629	3.92	25.52	6.86
AKR1C4	4.09	1.04	4.17	0.93	11.32	13629	3.92	25.52	12.23
BCAT1	5.51	1.41	5.11	0.93	12.50	13629	3.92	25.52	13.50
LOC63920	5.33	1.36	5.65	1.43	9.70	13629	3.92	25.52	6.77
IGKV1D-13	8.17	2.09	7.84	2.35	14.03	13629	3.92	25.52	5.97
RBM35B	6.50	1.66	6.37	2.00	11.92	13629	3.92	25.54	5.96
MGC2889	4.53	1.16	4.66	1.68	8.31	13629	3.92	25.54	4.95
ENPP2	7.09	1.81	6.90	2.35	12.91	13629	3.91	25.54	5.49
SBLF	5.76	1.47	5.82	1.89	11.62	13629	3.91	25.54	6.15
CHRM4	5.29	1.35	5.33	1.85	9.18	13629	3.91	25.55	4.97
UTS2	4.16	1.06	4.26	1.77	10.91	13629	3.91	25.55	6.18
KIAA1005	4.78	1.22	4.96	0.93	9.32	13629	3.91	25.55	10.06
NOVA1	5.35	1.37	5.20	1.89	10.82	13629	3.91	25.55	5.73
ADAMTS20	4.35	1.11	4.61	0.93	7.88	13629	3.91	25.56	8.51
CCR5	6.39	1.63	6.40	1.89	11.82	13629	3.91	25.56	6.26
LOC441628	4.50	1.15	4.29	1.72	11.72	13629	3.91	25.56	6.80
UGT2A1	4.35	1.11	4.49	1.20	10.90	13629	3.91	25.56	9.07
SLC2A4	4.42	1.13	4.40	1.54	9.14	13629	3.91	25.56	5.95
YTHDC1	5.23	1.34	5.41	1.32	9.79	13629	3.91	25.57	7.41
ST8SIA4	5.11	1.31	5.05	1.20	10.44	13629	3.91	25.57	8.69
CD180	5.87	1.50	5.76	1.89	11.88	13629	3.91	25.57	6.29
ELAVL4	5.69	1.45	5.59	1.77	12.28	13629	3.91	25.57	6.95
MATK	5.56	1.42	5.51	1.32	10.59	13629	3.91	25.57	8.01
RIG	4.97	1.27	4.92	0.93	11.32	13629	3.91	25.58	12.23
PRKAR2B	7.18	1.84	7.20	1.63	12.96	13629	3.91	25.58	7.94
CHST11	6.25	1.60	6.05	1.83	11.20	13629	3.91	25.58	6.13
SOX3	4.47	1.14	4.47	1.32	11.87	13629	3.91	25.58	8.98
LMO7	4.71	1.21	4.81	0.93	8.68	13629	3.91	25.58	9.37
DPYSL3	6.98	1.79	7.09	2.32	12.67	13629	3.91	25.59	5.46
GABRE	5.83	1.49	5.69	2.07	11.83	13629	3.91	25.59	5.72
ARHGAP29	7.76	1.99	8.10	1.49	12.43	13629	3.91	25.59	8.37
VSNL1	6.47	1.66	6.05	2.49	13.73	13629	3.91	25.59	5.52
KIAA0506	4.16	1.07	4.08	1.63	8.60	13629	3.91	25.60	5.27
SPTBN4	5.46	1.40	5.17	1.49	10.25	13629	3.91	25.61	6.90
OBP2B	4.19	1.07	4.09	1.49	11.64	13629	3.90	25.61	7.84
HOXB2	7.18	1.84	7.33	1.68	12.48	13629	3.90	25.62	7.44
IQSEC3	4.97	1.27	4.82	2.07	9.61	13629	3.90	25.62	4.64
ALOX12B	3.68	0.94	3.51	1.63	11.10	13629	3.90	25.62	6.80
RAI1	4.55	1.17	4.56	2.08	9.55	13629	3.90	25.63	4.59
FLJ25976	5.50	1.41	5.31	2.35	10.64	13629	3.90	25.63	4.52
SLAMF1	5.87	1.50	5.69	1.96	12.30	13629	3.90	25.63	6.26
PDE1A	5.17	1.33	5.12	1.58	11.06	13629	3.90	25.63	6.98
PKIA	6.98	1.79	6.75	1.91	12.59	13629	3.90	25.63	6.59
UCN	4.37	1.12	4.24	1.77	9.34	13629	3.90	25.64	5.29
ARHGDIB	9.55	2.45	10.10	2.03	13.56	13629	3.90	25.64	6.70
TSPY1	4.20	1.08	3.85	1.20	11.83	13629	3.90	25.65	9.85
ATP9A	6.80	1.74	7.01	2.37	12.07	13629	3.90	25.65	5.10
GPR172B	3.88	0.99	3.75	2.05	8.41	13629	3.90	25.65	4.10
TPD52L1	7.69	1.97	7.87	2.77	13.26	13629	3.90	25.65	4.79
CGREF1	4.64	1.19	4.69	2.14	9.12	13629	3.90	25.65	4.27
TUBGCP5	5.08	1.30	5.38	1.43	8.32	13629	3.90	25.66	5.81
CD74	10.29	2.64	11.20	2.44	14.03	13629	3.90	25.66	5.74
KIAA1641	6.35	1.63	6.47	1.93	13.12	13629	3.90	25.66	6.81
RBP1	6.80	1.75	6.61	2.35	13.31	13629	3.90	25.66	5.66
JPH3	4.29	1.10	4.30	1.43	8.62	13629	3.90	25.67	6.02
LOC440334	4.39	1.13	4.39	1.20	9.57	13629	3.90	25.67	7.97
VILL	5.50	1.41	5.52	2.19	10.21	13629	3.90	25.67	4.66
ATP2B2	5.13	1.32	4.89	2.39	11.23	13629	3.89	25.68	4.71
SEMA3D	3.78	0.97	3.82	1.58	8.63	13629	3.89	25.68	5.45
RAC2	8.20	2.11	7.80	2.54	12.92	13629	3.89	25.68	5.09
GRHL2	6.41	1.65	6.02	1.99	11.63	13629	3.89	25.68	5.86
KIAA0507	5.22	1.34	5.52	1.32	9.70	13629	3.89	25.69	7.34
HAPLN1	4.17	1.07	4.02	2.07	12.06	13629	3.89	25.70	5.83
TNRC21	4.58	1.18	4.29	2.42	9.08	13629	3.89	25.70	3.75
KEL	5.40	1.39	5.29	1.68	11.48	13629	3.89	25.71	6.84
NPY	6.18	1.59	6.00	1.20	14.03	13629	3.89	25.71	11.67
ZNF668	4.85	1.25	4.99	2.07	10.13	13629	3.89	25.71	4.89
POPDC2	5.37	1.38	5.32	1.89	11.40	13629	3.89	25.71	6.04
H2AFJ	4.91	1.26	5.14	1.20	10.57	13629	3.89	25.72	8.80
CEP152	4.28	1.10	4.31	1.20	8.25	13629	3.89	25.72	6.87
LRRC36	5.02	1.29	5.07	2.39	11.36	13629	3.89	25.72	4.76
EB-1	3.69	0.95	3.50	1.58	7.22	13629	3.89	25.72	4.56
FLJ13769	4.73	1.22	4.83	0.93	10.31	13629	3.89	25.72	11.14
KCTD17	5.43	1.40	5.37	2.46	10.23	13629	3.89	25.73	4.17
KISS1	3.80	0.98	3.56	1.32	12.95	13629	3.89	25.74	9.80
CHM	4.14	1.06	3.90	1.63	7.98	13629	3.88	25.75	4.89
DKFZp762E1312	6.52	1.68	6.63	1.91	10.65	13629	3.88	25.75	5.57
CHRNB4	4.12	1.06	4.30	1.43	8.03	13629	3.88	25.75	5.60
ZNF365	5.68	1.46	5.60	1.63	12.49	13629	3.88	25.75	7.65
PMS2L4	3.39	0.87	3.22	1.20	7.79	13629	3.88	25.75	6.48
CFHL4	4.00	1.03	3.80	1.72	11.88	13629	3.88	25.76	6.89
RAPGEF1	5.02	1.29	5.11	2.26	9.38	13629	3.88	25.76	4.15
WNT10B	5.76	1.48	5.57	2.43	10.20	13629	3.88	25.76	4.21
BM039	5.96	1.53	5.82	2.43	10.77	13629	3.88	25.76	4.43
DOK3	5.22	1.34	5.20	2.04	9.62	13629	3.88	25.77	4.73
CSHL1	4.01	1.03	3.81	2.28	14.03	13629	3.88	25.77	6.14
SLPI	7.85	2.02	7.22	2.46	14.03	13629	3.88	25.77	5.69
SRY	4.15	1.07	4.10	1.43	10.14	13629	3.88	25.77	7.08
C17orf31	4.89	1.26	4.53	2.10	8.88	13629	3.88	25.77	4.22
MLSTD1	6.40	1.65	6.38	2.17	11.96	13629	3.88	25.78	5.51
GALNT3	6.08	1.57	5.93	2.28	11.10	13629	3.88	25.78	4.88
SCN2B	4.27	1.10	4.20	2.19	8.23	13629	3.88	25.79	3.76
SOAT1	6.06	1.56	6.24	0.93	11.41	13629	3.88	25.79	12.32
LRRC17	6.14	1.58	5.92	2.00	12.64	13629	3.88	25.79	6.32
KCNJ1	4.01	1.04	3.79	1.99	11.64	13629	3.88	25.80	5.86
ST6GALNAC2	6.51	1.68	6.44	2.09	11.42	13629	3.88	25.80	5.46
LOC389393	4.82	1.24	4.63	1.89	10.13	13629	3.87	25.81	5.37
TRPM6	4.88	1.26	4.74	1.96	9.18	13629	3.87	25.81	4.67
LOC440350	5.20	1.34	5.32	1.85	9.86	13629	3.87	25.81	5.33
FPR1	6.07	1.57	5.73	1.96	13.02	13629	3.87	25.82	6.63
LOC441340	3.93	1.01	3.73	1.83	8.13	13629	3.87	25.82	4.45
TITF1	4.46	1.15	4.34	2.28	11.74	13629	3.87	25.82	5.15
DOCK4	6.70	1.73	6.75	1.89	12.87	13629	3.87	25.82	6.82
FSCN1	6.70	1.73	6.56	2.17	12.23	13629	3.87	25.82	5.63
PRO1848	3.97	1.03	3.89	0.93	7.37	13629	3.87	25.82	7.96
EIF5A2	4.62	1.19	4.82	1.32	8.78	13629	3.87	25.83	6.64
LHX5	3.65	0.94	3.41	1.43	7.67	13629	3.87	25.83	5.35
PTGDR	3.95	1.02	3.86	1.54	10.95	13629	3.87	25.84	7.13
KIAA0992	8.16	2.11	8.57	2.47	12.56	13629	3.87	25.84	5.09
BLR1	4.65	1.20	4.43	2.40	11.32	13629	3.87	25.84	4.72
SERPINB4	5.16	1.33	5.00	1.85	13.40	13629	3.87	25.84	7.25
MYOZ1	6.30	1.63	6.17	2.17	13.66	13629	3.87	25.84	6.29
HCA112	7.62	1.97	7.76	2.29	12.96	13629	3.87	25.85	5.67
CACNG5	4.66	1.20	4.38	2.20	12.04	13629	3.87	25.85	5.48
SFTPC	5.42	1.40	5.12	2.29	14.03	13629	3.87	25.86	6.12
CML2	4.32	1.12	4.34	1.72	9.61	13629	3.87	25.86	5.58
KLRA1	4.10	1.06	4.35	0.93	8.29	13629	3.87	25.87	8.96
CD302	7.19	1.86	7.26	1.43	12.79	13629	3.86	25.87	8.92
VPREB3	5.66	1.46	5.59	1.68	13.04	13629	3.86	25.88	7.77
FGF8	2.84	0.73	2.71	0.93	7.33	13629	3.86	25.88	7.91
FAT	7.91	2.05	8.46	1.85	13.22	13629	3.86	25.88	7.15
FOXE1	3.82	0.99	3.74	1.77	10.63	13629	3.86	25.88	6.02
ACSM1	3.76	0.97	3.62	1.89	11.49	13629	3.86	25.88	6.09
CTSG	6.00	1.55	5.91	1.20	13.73	13629	3.86	25.89	11.43
FLJ12505	4.70	1.22	4.69	1.54	10.32	13629	3.86	25.89	6.72
GPR8	3.55	0.92	3.29	0.93	8.24	13629	3.86	25.89	8.90
CCL21	5.52	1.43	5.52	1.54	12.91	13629	3.86	25.90	8.40
HIST1H1T	4.89	1.27	4.82	2.10	9.35	13629	3.86	25.90	4.44
EPB41	3.82	0.99	3.81	1.77	9.85	13629	3.86	25.90	5.58
CSPG5	5.35	1.39	5.00	2.58	12.43	13629	3.86	25.90	4.81
GP9	5.40	1.40	5.54	1.77	10.99	13629	3.86	25.91	6.23
METTL2	5.28	1.37	5.53	0.93	8.94	13629	3.86	25.91	9.66
ACOX2	6.04	1.56	5.92	1.83	12.49	13629	3.86	25.91	6.84
ZNF228	5.10	1.32	5.36	0.93	10.50	13629	3.86	25.91	11.34
KIF24	3.98	1.03	4.07	1.20	7.94	13629	3.86	25.92	6.61
RNASE2	5.95	1.54	5.57	2.45	13.09	13629	3.86	25.92	5.33
RNF125	5.45	1.41	5.43	2.07	10.94	13629	3.86	25.93	5.28
CAPN3	5.99	1.55	5.66	2.70	12.58	13629	3.86	25.93	4.66
MTMR10	4.79	1.24	4.95	1.91	9.00	13629	3.86	25.93	4.71
PDC	4.03	1.05	4.19	0.93	13.07	13629	3.86	25.94	14.12
RIPK4	6.62	1.72	6.95	2.17	11.90	13629	3.86	25.94	5.48
CYP4F12	5.86	1.52	5.71	2.45	11.09	13629	3.85	25.94	4.52
FEV	4.46	1.16	4.12	1.89	11.34	13629	3.85	25.95	6.01
KCTD12	7.94	2.06	8.36	2.21	13.61	13629	3.85	25.95	6.15
SMEK2	5.03	1.30	5.17	0.93	11.60	13629	3.85	25.96	12.53
PLS1	6.76	1.75	6.73	2.10	12.26	13629	3.85	25.96	5.82
CSN1S1	3.97	1.03	3.85	1.72	13.20	13629	3.85	25.96	7.66
CLDN16	4.43	1.15	4.23	2.07	11.27	13629	3.85	25.96	5.44
LOC440361	4.83	1.25	4.86	1.85	12.64	13629	3.85	25.97	6.84
TTF2	5.71	1.48	5.89	0.93	10.12	13629	3.85	25.97	10.93
RBPMS	6.57	1.71	6.92	2.50	11.29	13629	3.85	25.97	4.51
MASK	7.39	1.92	7.70	1.49	12.10	13629	3.85	25.97	8.15
TMEM45A	7.17	1.86	7.15	1.58	12.84	13629	3.85	25.97	8.10
CRYAA	5.06	1.31	5.31	1.32	10.98	13629	3.85	25.98	8.31
CHEK1	5.78	1.50	5.79	1.89	10.53	13629	3.85	25.98	5.58
TLR1	5.68	1.48	5.64	1.20	11.36	13629	3.85	25.98	9.46
CTNNA3	4.72	1.23	4.46	1.77	9.16	13629	3.85	25.99	5.19
LRIG1	7.48	1.94	7.76	1.81	12.59	13629	3.85	25.99	6.97
GADD45G	5.71	1.48	5.78	1.85	12.78	13629	3.85	25.99	6.91
FAIM3	6.46	1.68	6.14	0.93	12.83	13629	3.85	25.99	13.86
ZWILCH	6.28	1.63	6.47	2.19	10.40	13629	3.85	25.99	4.75
ID1	8.14	2.12	8.27	1.83	13.26	13629	3.85	26.00	7.26
SLC9A3	3.82	0.99	3.54	1.72	10.17	13629	3.85	26.00	5.90
MN1	6.23	1.62	6.17	1.77	12.09	13629	3.85	26.00	6.85
XKRY	3.95	1.03	4.05	0.93	7.60	13629	3.85	26.00	8.21
MOSC1	6.16	1.60	5.73	1.95	11.27	13629	3.85	26.00	5.78
SP140	5.32	1.38	5.15	1.81	10.28	13629	3.85	26.01	5.69
WISP3	4.48	1.17	4.54	1.20	10.52	13629	3.84	26.02	8.75
STEAP1	6.59	1.72	6.39	1.99	12.92	13629	3.84	26.02	6.51
LRRC51	4.44	1.16	4.39	1.58	8.56	13629	3.84	26.03	5.40
FLJ21019	3.07	0.80	2.83	1.20	6.80	13629	3.84	26.03	5.66
AMIGO2	7.43	1.93	7.38	1.72	13.20	13629	3.84	26.04	7.66
S100A4	9.04	2.35	9.44	2.35	14.03	13629	3.84	26.04	5.97
LINS1	4.65	1.21	4.84	1.20	8.07	13629	3.84	26.05	6.71
ZNF588	5.73	1.49	5.94	1.20	11.77	13629	3.84	26.05	9.79
SV2C	5.08	1.32	5.13	1.54	11.96	13629	3.84	26.05	7.79
DPP4	5.36	1.40	4.99	2.20	11.93	13629	3.84	26.05	5.43
ZCWPW1	5.28	1.38	5.14	2.49	10.06	13629	3.84	26.06	4.05
CACNA1B	3.72	0.97	3.42	2.00	8.03	13629	3.84	26.06	4.01
MT4	5.06	1.32	5.02	2.32	10.89	13629	3.84	26.07	4.69
MAGI2	5.27	1.37	5.04	2.07	10.74	13629	3.84	26.07	5.19
LOC440371	4.43	1.15	4.21	1.99	8.24	13629	3.84	26.07	4.15
MAP3K13	4.29	1.12	4.37	2.12	9.00	13629	3.84	26.07	4.24
BTBD15	4.95	1.29	4.74	2.04	10.13	13629	3.84	26.07	4.98
CYP2B7P1	6.15	1.60	5.83	2.45	13.51	13629	3.84	26.08	5.51
PTENP1	4.35	1.13	4.38	1.58	9.10	13629	3.83	26.08	5.74
NOS3	4.38	1.14	4.35	2.04	11.26	13629	3.83	26.09	5.53
SLC6A6	4.46	1.16	4.40	2.17	9.73	13629	3.83	26.09	4.48
PRO0132	3.88	1.01	3.79	2.04	9.17	13629	3.83	26.10	4.50
SOX1	2.82	0.74	2.53	0.93	7.70	13629	3.83	26.10	8.31
LOC286526	4.18	1.09	4.19	1.32	8.48	13629	3.83	26.10	6.41
LOC196993	3.55	0.93	3.35	1.72	8.97	13629	3.83	26.11	5.21
TOX	5.23	1.37	5.14	2.10	10.40	13629	3.83	26.11	4.94
DIXDC1	6.40	1.67	6.71	1.89	10.88	13629	3.83	26.11	5.77
THEG	4.94	1.29	4.74	1.32	9.46	13629	3.83	26.11	7.15
PRKCB1	7.50	1.96	6.94	2.38	13.01	13629	3.83	26.12	5.46
CCND1	7.44	1.94	7.62	2.53	13.02	13629	3.83	26.12	5.16
FBN2	5.50	1.44	5.30	2.07	12.62	13629	3.83	26.12	6.09
SSPN	5.94	1.55	5.82	2.29	10.82	13629	3.83	26.13	4.72
F2RL2	4.29	1.12	4.34	1.32	9.04	13629	3.83	26.13	6.84
MELK	7.34	1.92	7.52	1.89	11.94	13629	3.83	26.13	6.32
ZNF204	5.10	1.33	5.20	0.93	9.73	13629	3.83	26.13	10.51
LCE2B	4.17	1.09	4.13	1.20	12.21	13629	3.83	26.13	10.16
FLJ10292	5.40	1.41	5.59	1.58	9.62	13629	3.83	26.13	6.07
CATR1	2.69	0.70	2.53	0.93	6.98	13629	3.83	26.14	7.54
CART1	4.48	1.17	4.16	2.03	11.47	13629	3.82	26.16	5.66
DPF1	4.90	1.28	4.46	1.58	9.38	13629	3.82	26.16	5.92
SMR3A	4.28	1.12	4.37	0.93	12.27	13629	3.82	26.17	13.25
GLDC	5.90	1.54	5.69	2.08	12.13	13629	3.82	26.17	5.82
